fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-0.28879414170826134,1.0847369832277323,-0.94592665882123,-0.09045487309211724,0.09455068152452822,-0.5711683472402593,-0.19328976243574958,0.34376072350306636,-0.44491142183333204,0.32373714218778926,-0.5919910523588993
-0.28879414170826134,0.0762758009566852,-1.350702214232181,-0.6344251811437095,-0.3467351159060803,-0.8694241162899147,-0.9020188913668312,-0.0652977244648002,-0.32130804389055895,-0.0931338716395613,-0.9602606103414321
-0.6255023269799601,-1.5590666567801486,0.5213847295434666,-0.012744829084746837,-0.487144233270365,-0.47174975755704085,-0.19328976243574958,-1.1763206695627302,1.2855358693655268,0.8597141599658122,1.801761074527562
-0.7377383887371932,-1.6680894872959378,0.6731755628225733,-0.7121352251510797,-0.487144233270365,0.5224361392751435,0.5745001272395889,-0.7672622215948636,1.161932491422751,-0.1526868736148972,0.6048850110843306
-1.074446574008892,-0.0327470295591038,-0.8953297143948612,1.0751957870184377,0.7163624869949313,-0.17349398850738554,-0.4885935661570336,0.04075446574911605,1.161932491422751,0.08552513428644637,0.5128176215886977
0.8896845067426854,-0.7413954279117317,1.3309358403653684,3.2510770192248066,0.19484290821330108,-0.968842705973133,-0.8429581306225744,0.9497732390110791,-0.2595063549191697,0.9788201639164834,1.157289348058129
-1.186682635766125,-0.7959068431696262,0.8249663961016797,-0.40129504912159847,-0.3266766705683256,-0.17349398850738554,-0.6953062287619324,-1.2318718168175986,0.8529240465658127,1.2765851737931628,0.6969524005799633
1.7314549699219328,-0.9594410889433097,2.1404869511872695,-0.32358500511422805,0.05443379084901832,-0.968842705973133,-0.7838973698783176,1.6567878404370193,-0.8775232446330488,-0.21223987559023308,-1.1443953893326995
1.4508648155288504,-0.7959068431696262,1.027354173807155,-0.5567151371363391,0.6160702603061566,-0.968842705973133,-0.9906100324832164,0.7477690671750562,-0.07410128800500733,0.5619491500891328,-0.5919910523588993
-0.6816203578585769,0.3488328772461571,-1.300105269805812,-0.16816491709948764,-0.16620910786628595,0.8206919083247989,-0.3114112839242632,-0.7975628473702362,0.5439156017088718,-0.27179287756556897,0.42075023209306495
0.16015010532067053,1.4390611824040465,-0.7941358255421236,-0.16816491709948764,-0.06591688117751116,-0.3723311678738224,-0.4885935661570336,0.596265938298081,0.5439156017088718,-1.045981903244935,-0.49992366286326645
-0.06432201819379565,-0.5778611821380485,0.1166091741325157,-0.7121352251510797,-0.12609221719077604,1.1189476773744542,-0.07516824094723597,-0.34810356503518747,-0.3831097328619455,-0.6886638913929195,-0.13165410488073356
0.9458025376213016,-0.6868840126538376,0.9261602849544175,2.8625267991879553,-0.3266766705683256,-0.968842705973133,-0.9906100324832164,0.15185676025890904,-0.6303164887474971,-0.986428901269599,1.2493567375537635
0.2162681361992868,0.8939470298251015,-0.1363755479993285,-0.012744829084746837,2.7823823567836903,-1.0682612956563515,-0.961079652111088,1.2022784538060378,0.049502089937768494,-0.3313458795409049,-1.328530168323965
-0.5693842961013438,0.8666913221961543,-1.350702214232181,-0.012744829084746837,-0.24644288921730578,-1.2670984750227885,-1.0201404128553448,0.6467669812570728,1.1001308024513643,-0.8077698953435913,-1.1443953893326995
-0.4571482343441107,-0.2507926905906818,-0.3387633257048038,0.06496521492262355,4.908577562585714,-0.7700055266066962,-0.9906100324832164,0.04075446574911605,-0.6303164887474971,1.4552441797191706,0.05248067411053206
0.4968582905923693,-0.5778611821380485,1.2803388959389994,-0.16816491709948764,-0.08597532651526611,-0.17349398850738554,-0.7248366091340608,0.44476280942110585,0.23490715685193359,-0.27179287756556897,0.7890197900755977
